,AFFILIATE|DESKTOP,AFFILIATE|MOBILE,B2B|DESKTOP,B2B|MOBILE,CONVERSION,DIRECT|DESKTOP,DIRECT|MOBILE,DISPLAY|DESKTOP,DISPLAY|MOBILE,ECONFO AND PRE-ARRIVAL EMAIL|DESKTOP,ECONFO AND PRE-ARRIVAL EMAIL|MOBILE,EMAIL|DESKTOP,EMAIL|MOBILE,NATURAL SEARCH|DESKTOP,NATURAL SEARCH|MOBILE,Null,OTHER|DESKTOP,OTHER|MOBILE,PAID SEARCH|DESKTOP,PAID SEARCH|MOBILE,REFERRAL ENGINE|DESKTOP,REFERRAL ENGINE|MOBILE,RESLINK|DESKTOP,RESLINK|MOBILE,SOCIAL MEDIA|DESKTOP,SOCIAL MEDIA|MOBILE,Start,TEST|DESKTOP,TEST|MOBILE,UNPAID REFERRER|DESKTOP,UNPAID REFERRER|MOBILE,Time_Period
Start,0.016599076,0.00169158,4.52E-06,4.52E-07,0,0.199647949,0.318756563,0.002056191,0.001292179,0.005396428,0.003399424,0.026920693,0.010990749,0.238931088,0.072063817,0,0.007666777,0.00441645,0.026063608,0.015370602,0.00657475,0.004281811,0.010354599,0.005000642,0.000520486,0.000234942,0,2.17E-05,1.22E-05,0.017625138,0.004105604,21-May
TEST|DESKTOP,0.010178117,0,0,0,0.075063613,0.136132316,0.063613232,0.001272265,0,0.006361323,0,0.150127226,0.001272265,0.141221374,0.001272265,0.06870229,0.008905852,0,0.022900763,0,0.007633588,0,0.003816794,0,0.001272265,0,0,0.278625954,0,0.021628499,0,21-May
TEST|MOBILE,0.003891051,0,0,0,0.093385214,0.003891051,0.143968872,0.003891051,0,0,0.007782101,0.003891051,0.178988327,0.011673152,0.13229572,0.143968872,0.003891051,0.027237354,0.007782101,0.015564202,0.003891051,0,0,0.003891051,0,0,0,0,0.20233463,0,0.007782101,21-May
UNPAID REFERRER|DESKTOP,0.011336598,7.38E-05,0,0,0.099307039,0.145000782,0.085847271,0.001194012,7.82E-05,0.004346203,9.99E-05,0.02002032,0.0005601,0.145265635,0.003486514,0.100705118,0.029589781,0.001463207,0.034795672,0.000946526,0.014679831,0.000134598,0.004532903,0.000130256,0.001180986,4.34E-06,0,7.38E-05,4.34E-06,0.294347766,0.000794561,21-May
UNPAID REFERRER|MOBILE,0.000803703,0.005459635,0,0,0.12629216,0.013025524,0.147881274,8.31E-05,0.001635119,5.54E-05,0.004905357,0.00135798,0.01698861,0.014522074,0.145248455,0.175512014,0.001690547,0.038771721,0.002660533,0.033672366,0.000748275,0.014217221,0.000277139,0.005016213,2.77E-05,0.001441122,0,0,0.000110856,0.006097054,0.241498767,21-May
AFFILIATE|DESKTOP,0.258170205,0.00070405,0,0,0.196268993,0.097839992,0.079764764,0.000740863,6.44E-05,0.003437422,0.000101236,0.017191713,0.000391139,0.121814517,0.003046283,0.144040421,0.009318314,0.001049173,0.029436668,0.000993953,0.004716677,9.66E-05,0.019497133,7.36E-05,0.000644229,1.38E-05,0,3.68E-05,0,0.010459519,8.74E-05,21-Jun
AFFILIATE|MOBILE,0.010117475,0.176830982,0,0,0.177112023,0.015063796,0.114439885,5.62E-05,0.00061829,0.000168625,0.003878365,0.000955539,0.010567141,0.012253387,0.110392895,0.242706987,0.001180372,0.009161936,0.002641785,0.023607442,0.000449666,0.003484908,0.000112416,0.07070991,0,0.000168625,0,0,0,0.001292788,0.012028554,21-Jun
B2B|DESKTOP,0,0,0.290322581,0,0.225806452,0.080645161,0.080645161,0.016129032,0,0,0,0,0,0.193548387,0,0.096774194,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,21-Jun
B2B|MOBILE,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Jun
CONVERSION,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Jun
DIRECT|DESKTOP,0.011573961,0.000154797,3.39E-06,0,0.110897602,0.44668935,0.130502151,0.001379987,0.000124289,0.008488576,0.000187564,0.019575925,0.000658356,0.105902682,0.004071789,0.089511197,0.016858511,0.001330648,0.020930301,0.000981885,0.010271937,0.000103951,0.003011565,0.000134082,0.000572107,1.02E-05,0,2.94E-05,3.77E-07,0.015835197,0.000208279,21-Jun
DIRECT|MOBILE,0.004424383,0.000692569,1.84E-06,0,0.008190101,0.071060228,0.769281949,0.000565744,0.000291242,0.000995302,0.001757241,0.006134384,0.003527249,0.049091383,0.015703097,0.041036192,0.003462844,0.003685993,0.006617848,0.003150606,0.000923662,0.000632136,0.001475929,0.001043109,9.97E-05,4.91E-05,0,2.41E-06,1.28E-06,0.004710234,0.001392231,21-Jun
DISPLAY|DESKTOP,0.011327905,0.000201564,0,0,0.159598484,0.146134,0.080343465,0.238651939,0.000685318,0.00427316,0.000241877,0.024107071,0.000483754,0.107836814,0.002902524,0.16096912,0.016528259,0.00056438,0.019067967,0.000685318,0.007054745,0.000241877,0.002660647,0.000241877,0.002338144,0,0,0,0,0.012819479,4.03E-05,21-Jun
DISPLAY|MOBILE,0.002055498,0.001336074,0,0,0.147995889,0.022507708,0.181192189,0.001849949,0.26012333,0.000308325,0.004316547,0.002261048,0.015827338,0.018191161,0.078931141,0.207913669,0.000822199,0.011099692,0.002466598,0.017060637,0.000719424,0.004830421,0.000308325,0.002569373,0.000102775,0.004316547,0,0,0,0.001438849,0.009455293,21-Jun
ECONFO AND PRE-ARRIVAL EMAIL|DESKTOP,0.002080069,8.66E-06,0,0,0.010742331,0.042908719,0.026874226,0.000311686,1.52E-05,0.052819889,0.000183981,0.012627596,0.000138527,0.029778963,0.000746747,0.020895923,0.003255383,0.000402594,0.006121159,0.00014502,0.001266223,1.52E-05,0.000874451,2.16E-05,0.000119047,2.16E-06,0,1.52E-05,0,0.003103869,3.03E-05,21-Jun
ECONFO AND PRE-ARRIVAL EMAIL|MOBILE,0.000288895,0.000517324,0,0,0.011528926,0.005415102,0.073070282,4.70E-05,0.000282177,0.000537479,0.091176609,0.000275458,0.012939809,0.003708606,0.039551742,0.064826697,0.000604664,0.00489106,0.000564353,0.008330926,0.000161244,0.001303387,0.000107496,0.00137729,2.02E-05,8.06E-05,0,0,1.34E-05,0.000335924,0.001740089,21-Jun
EMAIL|DESKTOP,0.010785621,6.06E-05,0,0,0.096817344,0.107070502,0.073988537,0.001196959,5.41E-05,0.004824634,8.01E-05,0.221614964,0.001019472,0.103432005,0.002744565,0.105429823,0.006439338,0.000790036,0.029136111,0.000891767,0.004010788,0.000101731,0.002367945,9.52E-05,0.000499996,1.08E-05,0,0.000487009,0,0.010417659,0.000127705,21-Jun
EMAIL|MOBILE,0.00115558,0.001504941,0,0,0.047338471,0.012986838,0.113361058,0.000120933,0.001061521,0.000141088,0.005549472,0.004642476,0.155868936,0.013766183,0.080521086,0.197866208,0.001518378,0.006859577,0.002156635,0.016970902,0.000503887,0.003480177,0.000228429,0.00186774,2.02E-05,0.000295613,0,6.72E-06,0.000470294,0.000994336,0.005045585,21-Jun
NATURAL SEARCH|DESKTOP,0.013347335,9.11E-05,3.92E-06,0,0.154386802,0.095015213,0.072210445,0.001300849,6.54E-05,0.004370906,0.000132571,0.029063497,0.000491907,0.331397831,0.005100481,0.162380725,0.009470079,0.0007758,0.086232408,0.000806326,0.011808817,0.000166149,0.004736784,0.000112511,0.000775364,7.85E-06,0,2.97E-05,4.36E-07,0.015560043,0.000158736,21-Jun
NATURAL SEARCH|MOBILE,0.001145224,0.003635111,0,0,0.15573017,0.013627383,0.113885097,9.19E-05,0.000952016,0.0002493,0.008789397,0.001324408,0.026358843,0.023864281,0.400700534,0.158078268,0.001068875,0.012189231,0.002842025,0.045037676,0.00055781,0.01571839,0.000288254,0.003487089,3.27E-05,0.000364602,0,0,4.21E-05,0.001221572,0.008717723,21-Jun
Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Jun
OTHER|DESKTOP,0.012522029,0.000136406,0,0,0.127419152,0.232877011,0.074461062,0.002084277,5.46E-05,0.006683872,0.000338286,0.015015523,0.000889364,0.11992776,0.004135816,0.089192861,0.255487595,0.001336774,0.019484169,0.001178544,0.008178877,0.000114581,0.005287079,0.000234618,0.000452866,1.09E-05,0,1.64E-05,0,0.022146805,0.00033283,21-Jun
OTHER|MOBILE,0.003143138,0.002092555,0,8.61E-06,0.062130789,0.040834955,0.159154711,0.000223895,0.000878356,0.00103336,0.004142053,0.00489985,0.00741436,0.035693988,0.073385805,0.059400995,0.002841741,0.500508069,0.005683482,0.014320652,0.001214198,0.005399308,0.001041972,0.003582316,0.000146393,0.000310008,0,0,3.44E-05,0.00399566,0.006484336,21-Jun
PAID SEARCH|DESKTOP,0.018929688,0.000148716,1.71E-06,0,0.18366276,0.087786984,0.084810951,0.000716231,9.40E-05,0.004374307,0.00016581,0.021574101,0.000644437,0.192180606,0.004731567,0.064028294,0.006642656,0.001148704,0.300498968,0.001958951,0.008290499,0.000153844,0.003415344,0.00013846,0.000705974,1.71E-05,0,1.88E-05,1.71E-06,0.012972494,0.000186323,21-Jun
PAID SEARCH|MOBILE,0.002163426,0.004103049,0,6.22E-06,0.075060924,0.016418411,0.106076242,0.000155419,0.000864127,0.000261103,0.007460089,0.002331278,0.014180385,0.021690207,0.160659223,0.148244393,0.001603919,0.010531158,0.005750485,0.404212463,0.000422738,0.007938778,0.000261103,0.002511563,6.22E-06,0.000348137,0,0,6.22E-06,0.001473367,0.005259362,21-Jun
REFERRAL ENGINE|DESKTOP,0.013465468,0.000174445,8.31E-06,0,0.158179794,0.117359738,0.054310445,0.001304182,8.31E-05,0.004510641,0.00010799,0.018923095,0.000631324,0.224094964,0.004876144,0.04679271,0.017834892,0.001171271,0.043087837,0.000706086,0.25348474,0.000946985,0.003463973,8.31E-05,0.004851224,8.31E-06,0,5.81E-05,0,0.029339935,0.000141217,21-Jun
REFERRAL ENGINE|MOBILE,0.000537236,0.003197831,0,0,0.2532426,0.008237612,0.084601806,2.56E-05,0.001048888,0.000102331,0.005372355,0.000920975,0.012330835,0.011870347,0.21115915,0.062216992,0.000767479,0.022691806,0.001867533,0.034894727,0.001714037,0.256849753,0.000102331,0.002558264,7.67E-05,0.005065364,0,0,2.56E-05,0.000818645,0.01770319,21-Jun
RESLINK|DESKTOP,0.024366019,0.000137363,0,0,0.118026205,0.085302198,0.073784869,0.000591716,1.06E-05,0.005420541,8.45E-05,0.013873626,0.000274725,0.136876585,0.002387997,0.184921809,0.01012257,0.000676247,0.025422654,0.000496619,0.004628064,6.34E-05,0.29739011,0.001954776,0.000570583,1.06E-05,0,2.11E-05,0,0.01238377,0.000200761,21-Jun
RESLINK|MOBILE,0.000820744,0.015876273,0,0,0.0928467,0.007925312,0.122008772,5.13E-05,0.000564262,0.000205186,0.008130498,0.000666855,0.009259022,0.008771705,0.069763267,0.254482033,0.000820744,0.013080612,0.001128523,0.011952089,0.000102593,0.002975198,0.0058991,0.366616225,0,0.000333427,0,0,0,0.000692503,0.005027059,21-Jun
SOCIAL MEDIA|DESKTOP,0.014567782,0,0,0,0.043101373,0.147242957,0.060799422,0.024440164,0.000120395,0.005297375,0,0.022152661,0.00024079,0.198771972,0.002407898,0.055863231,0.01107633,0.001083554,0.034553335,0.00048158,0.150975199,0.00024079,0.005778955,0,0.161810739,0.00024079,0,0.000361185,0,0.058150734,0.00024079,21-Jun
SOCIAL MEDIA|MOBILE,0.001536098,0.001536098,0,0,0.105478751,0.013312852,0.103942652,0,0.058883769,0,0.004096262,0.001024066,0.017409114,0.015873016,0.107014849,0.208397337,0.000512033,0.011776754,0.002560164,0.022017409,0,0.121351767,0,0.005120328,0.001024066,0.1515617,0,0,0,0.000512033,0.045058884,21-Jun
Start,0.016617644,0.001743627,4.52E-06,0,0,0.199419941,0.327623521,0.002146571,0.001285642,0.005233755,0.002919188,0.02619424,0.01041288,0.237387871,0.071092315,0,0.0091067,0.004132949,0.025663964,0.011927309,0.005666684,0.00410009,0.010741068,0.004602024,0.000441965,0.000230019,0,1.27E-05,5.34E-06,0.017140526,0.004146915,21-Jun
TEST|DESKTOP,0.008595989,0,0,0,0.005730659,0.170487106,0.093123209,0,0,0.004297994,0,0.151862464,0.001432665,0.138968481,0.00286533,0.024355301,0.007163324,0,0.020057307,0.001432665,0.007163324,0,0.004297994,0,0.00286533,0,0,0.32234957,0,0.032951289,0,21-Jun
TEST|MOBILE,0,0.006535948,0,0,0.013071895,0.039215686,0.156862745,0,0.006535948,0,0.013071895,0,0.215686275,0.006535948,0.189542484,0.08496732,0,0.019607843,0.019607843,0.045751634,0,0.019607843,0,0,0,0,0,0.006535948,0.150326797,0,0.006535948,21-Jun
UNPAID REFERRER|DESKTOP,0.010870665,0.000143957,0,0,0.095913968,0.140186443,0.089046852,0.00319817,8.17E-05,0.003949078,0.000105049,0.020430158,0.000505793,0.140641657,0.003641712,0.107648373,0.030872844,0.001101073,0.033475734,0.000945444,0.011119671,0.000132284,0.004843943,9.73E-05,0.000871521,1.56E-05,0,5.45E-05,0,0.299305118,0.000801488,21-Jun
UNPAID REFERRER|MOBILE,0.000938457,0.005927097,0,0,0.124444335,0.013879285,0.145633705,7.41E-05,0.003531562,0.000148177,0.005408476,0.001037242,0.017484935,0.014299121,0.138397708,0.191963845,0.001481774,0.040971056,0.00249432,0.027437519,0.000469228,0.011656624,0.000345747,0.00479107,4.94E-05,0.001061938,0,0,2.47E-05,0.006050578,0.239998024,21-Jun
AFFILIATE|DESKTOP,0.263858083,0.000683145,0,0,0.191684263,0.101722058,0.0830376,0.001557038,0.000115336,0.002661604,7.54E-05,0.019185727,0.000514577,0.124154941,0.003513317,0.13662899,0.00689799,0.000922689,0.026762425,0.001091258,0.004418262,7.54E-05,0.018223113,0.000102028,0.000576681,1.33E-05,0,0,0,0.01146264,6.21E-05,21-Jul
AFFILIATE|MOBILE,0.009152986,0.182139571,0,0,0.169596591,0.017531115,0.114484963,0.000290571,0.001549712,0.000145285,0.002760424,0.001065427,0.013317836,0.013947407,0.128674512,0.234926631,0.00159814,0.007942273,0.002421425,0.021792823,0.000338999,0.003971137,0.000435856,0.059518621,4.84E-05,9.69E-05,0,0,0,0.001210712,0.011041697,21-Jul
B2B|DESKTOP,0.032258065,0,0.193548387,0,0.064516129,0.096774194,0.096774194,0,0,0.032258065,0,0,0.032258065,0.193548387,0,0.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,21-Jul
B2B|MOBILE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Jul
CONVERSION,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Jul
DIRECT|DESKTOP,0.011259913,0.000176636,3.50E-07,0,0.106446608,0.456020164,0.133424298,0.002218614,0.000148304,0.006969589,0.000118923,0.021526818,0.000799932,0.10957918,0.004698509,0.079622119,0.013421164,0.001244145,0.020229857,0.000946837,0.010221784,0.000115775,0.003176994,0.000126268,0.000527109,1.43E-05,0,1.19E-05,0,0.016724426,0.000229451,21-Jul
DIRECT|MOBILE,0.004024104,0.000657384,4.84E-07,0,0.008220987,0.06505393,0.781401027,0.000592214,0.000311825,0.000609746,0.001419959,0.006129014,0.00434137,0.045562017,0.015950358,0.041163578,0.002988757,0.003311948,0.005737147,0.002892997,0.000756046,0.000627157,0.001455627,0.000937894,7.99E-05,5.56E-05,0,2.06E-06,8.46E-07,0.004374741,0.001341247,21-Jul
DISPLAY|DESKTOP,0.01203563,0.000119165,0,0,0.183156076,0.152232848,0.077844311,0.242946942,0.000655406,0.003008908,8.94E-05,0.024369172,0.00077457,0.108171716,0.002889743,0.125510174,0.011112104,0.00077457,0.025143742,0.00077457,0.007209462,0.000119165,0.002353502,0.000148956,0.002234337,0,0,2.98E-05,0,0.01611702,0.000178747,21-Jul
DISPLAY|MOBILE,0.002178056,0.00272257,0,0,0.131863145,0.026499682,0.196025048,0.001724294,0.272892277,0.000453762,0.006261911,0.001815047,0.019057991,0.019239495,0.09864779,0.159633361,0.001270533,0.00853072,0.003267084,0.024321626,0.000544514,0.006443416,0.000544514,0.002631818,0,0.002994827,0,0,0,0.001633542,0.008802977,21-Jul
ECONFO AND PRE-ARRIVAL EMAIL|DESKTOP,0.001798525,3.98E-06,0,0,0.00958616,0.032869395,0.019636391,0.000306725,7.97E-06,0.042873816,0.000131454,0.011400619,9.16E-05,0.025141512,0.000681169,0.016369966,0.002726668,0.000219089,0.005005198,0.000121495,0.001051629,1.59E-05,0.000856441,3.19E-05,0.000141412,1.99E-06,0,3.98E-06,0,0.002724676,1.59E-05,21-Jul
ECONFO AND PRE-ARRIVAL EMAIL|MOBILE,0.000221792,0.000443584,0,0,0.009409534,0.003992259,0.05310814,1.66E-05,0.000393681,0.000299419,0.068428436,0.000332688,0.010036097,0.002883298,0.031256065,0.049215687,0.000482398,0.003398965,0.000482398,0.006354346,2.22E-05,0.001086782,2.22E-05,0.001014699,1.11E-05,4.99E-05,0,0,0,0.000243971,0.001386201,21-Jul
EMAIL|DESKTOP,0.011388669,7.77E-05,1.99E-06,0,0.092955676,0.117804405,0.089137544,0.001416115,5.38E-05,0.003838049,5.58E-05,0.230978055,0.001149224,0.110369305,0.003358044,0.106519306,0.007038747,0.000872374,0.029634838,0.000748888,0.004023279,9.56E-05,0.002535463,8.76E-05,0.000495939,7.97E-06,0,0.000151371,0,0.011265182,0.000123487,21-Jul
EMAIL|MOBILE,0.001219857,0.001530366,5.54E-06,0,0.054483252,0.014006177,0.12212987,0.000116441,0.001275305,0.000127531,0.004585554,0.004374851,0.174373021,0.0150486,0.086704113,0.23476149,0.001264215,0.007291418,0.002323273,0.017998436,0.000421405,0.003154994,0.000349323,0.001602449,2.22E-05,0.000160799,0,0,9.43E-05,0.001020244,0.0049626,21-Jul
NATURAL SEARCH|DESKTOP,0.013315761,0.000102961,2.47E-06,0,0.153587579,0.096277336,0.075408756,0.001961616,6.59E-05,0.003621762,9.02E-05,0.031796055,0.000513158,0.331168403,0.00538075,0.160688192,0.007253408,0.000792389,0.083220213,0.000796919,0.011044438,0.000183683,0.005138174,0.000117376,0.000695606,8.24E-06,0,1.73E-05,0,0.016608459,0.00014291,21-Jul
NATURAL SEARCH|MOBILE,0.001120043,0.003970817,0,0,0.147063433,0.014691617,0.117237047,0.000110788,0.001351077,0.000160778,0.007174221,0.001302439,0.032704182,0.022304938,0.401476728,0.15917179,0.000947105,0.009403499,0.002641356,0.04715936,0.000459366,0.015111802,0.000295886,0.003503344,2.43E-05,0.000358036,0,0,9.46E-06,0.001257853,0.008988719,21-Jul
Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Jul
OTHER|DESKTOP,0.012016973,0.000226308,0,0,0.108944837,0.235745403,0.089923621,0.002353607,0.000101839,0.00602546,0.000277228,0.019140028,0.000967468,0.112707214,0.005312588,0.073420085,0.275241867,0.001363508,0.019117397,0.001301273,0.007405941,0.000231966,0.0054314,0.000260255,0.000571429,4.53E-05,0,1.13E-05,0,0.021471004,0.000384724,21-Jul
OTHER|MOBILE,0.002865118,0.002068796,0,0,0.063032592,0.038839176,0.153821525,0.000246285,0.000886627,0.00067318,0.003070355,0.005007799,0.008562515,0.035226993,0.067991134,0.059453247,0.002922584,0.517560135,0.004950332,0.014284541,0.000804532,0.004909285,0.001017979,0.00266809,8.21E-05,0.000279123,0,0,0,0.004071915,0.004704047,21-Jul
PAID SEARCH|DESKTOP,0.017638776,0.000143172,3.37E-06,0,0.178599341,0.087243891,0.088534122,0.001040944,8.93E-05,0.003663516,9.94E-05,0.023278063,0.000699016,0.19527297,0.005346206,0.064514934,0.005806041,0.000976938,0.297659392,0.001953875,0.008285441,0.000178544,0.003904381,0.000112853,0.000678803,1.85E-05,0,8.42E-06,0,0.014052741,0.000197072,21-Jul
PAID SEARCH|MOBILE,0.002223697,0.004912555,0,0,0.080518258,0.016972709,0.10618721,0.000170181,0.001208284,0.000221235,0.006523601,0.001633737,0.017324416,0.020693998,0.167656552,0.135724942,0.001548646,0.009796747,0.005962004,0.401036969,0.000482179,0.008650863,0.000311998,0.002666167,2.84E-05,0.00029498,0,0,0,0.001316066,0.005933641,21-Jul
REFERRAL ENGINE|DESKTOP,0.014439384,5.13E-05,0,0,0.162191027,0.111311421,0.056894592,0.001734435,5.13E-05,0.004306183,6.84E-05,0.02002717,0.000734785,0.22662144,0.005314377,0.040361924,0.016481404,0.000880033,0.043531754,0.000974018,0.254568912,0.000811681,0.003904615,7.69E-05,0.004699208,8.54E-06,0,8.54E-06,0,0.029758802,0.000187968,21-Jul
REFERRAL ENGINE|MOBILE,0.000524923,0.002821461,0,0,0.293475646,0.008048818,0.080225717,8.75E-05,0.001115461,6.56E-05,0.003827563,0.000678025,0.012445047,0.011329586,0.194330833,0.042759345,0.000590538,0.018940968,0.001421666,0.033266989,0.001159205,0.267601321,0.000109359,0.001705999,2.19E-05,0.004068152,0,0,0,0.000590538,0.018787866,21-Jul
RESLINK|DESKTOP,0.021931674,0.000178078,0,0,0.117250105,0.084952435,0.076282862,0.000712311,4.69E-05,0.004283237,7.50E-05,0.014443039,0.000356155,0.13473921,0.00250246,0.193626693,0.006766953,0.000618586,0.023759314,0.000346783,0.003936454,0.00011247,0.298298889,0.002071325,0.000431135,0,0,0,0,0.012212381,6.56E-05,21-Jul
RESLINK|MOBILE,0.000934714,0.015818234,0,0,0.089325089,0.007765315,0.118876426,4.79E-05,0.000599176,0.000143802,0.006495063,0.00064711,0.008747963,0.008460359,0.073099415,0.261240533,0.000958681,0.007142172,0.001030582,0.012438884,9.59E-05,0.002852076,0.006902502,0.370362381,0,0.000215703,0,0,0,0.000719011,0.005081009,21-Jul
SOCIAL MEDIA|DESKTOP,0.014005949,0.000123946,0,0,0.047223599,0.157535944,0.065319782,0.030118989,0,0.005081805,0,0.026400595,0,0.20141299,0.003346554,0.051437779,0.011155181,0.000867625,0.035200793,0.000619732,0.122954883,0,0.005205751,0,0.162741696,0.000371839,0,0,0,0.058626673,0.000247893,21-Jul
SOCIAL MEDIA|MOBILE,0,0.003219871,0,0,0.110855566,0.00873965,0.134774609,0.000919963,0.049218031,0,0.001839926,0.001379945,0.012879485,0.019319227,0.120515179,0.174333027,0.001379945,0.00873965,0.003219871,0.018399264,0.000459982,0.09475621,0,0.006439742,0,0.180772769,0,0,0,0.001839926,0.04599816,21-Jul
Start,0.015206157,0.001850139,3.86E-06,3.86E-07,0,0.193897826,0.342136986,0.001979228,0.001020726,0.004389008,0.002302335,0.027487726,0.012457037,0.227326327,0.075321958,0,0.009406452,0.003897389,0.023639808,0.011466457,0.00388966,0.004689312,0.011416599,0.00462786,0.000394222,0.000214503,0,6.18E-06,4.64E-06,0.016749035,0.004218178,21-Jul
TEST|DESKTOP,0,0,0,0,0.00872093,0.162790698,0.084302326,0.002906977,0.002906977,0.005813953,0,0.130813953,0,0.127906977,0.002906977,0.00872093,0.002906977,0,0.014534884,0,0,0,0.00872093,0,0,0,0,0.389534884,0,0.046511628,0,21-Jul
TEST|MOBILE,0,0,0,0,0.021276596,0.021276596,0.212765957,0,0,0,0.021276596,0,0.212765957,0,0.234042553,0.127659574,0,0.021276596,0.021276596,0.021276596,0,0,0,0,0,0,0,0,0.085106383,0,0,21-Jul
UNPAID REFERRER|DESKTOP,0.01079046,0.000133086,0,0,0.098070255,0.142489406,0.089433685,0.004703534,7.00E-05,0.003046965,7.35E-05,0.021293734,0.000591882,0.140710258,0.004076629,0.095215914,0.029867264,0.001043673,0.031555353,0.000742479,0.010040976,0.000136588,0.004633489,0.000101566,0.000781004,7.00E-06,0,5.25E-05,0,0.309543656,0.000795013,21-Jul
UNPAID REFERRER|MOBILE,0.000814888,0.006408986,0,0,0.124788019,0.01418346,0.152780531,0.00022024,0.004536945,8.81E-05,0.003964321,0.0011012,0.018081709,0.0127519,0.145600705,0.176522409,0.001409536,0.040722387,0.002048233,0.028102632,0.000418456,0.010989979,0.000242264,0.005461954,4.40E-05,0.001189296,0,0,0,0.005263737,0.242264068,21-Jul
AFFILIATE|DESKTOP,0.26498649,0.000861772,0,0,0.173349568,0.113325772,0.089451913,0.001545629,5.56E-05,0.003119058,7.23E-05,0.021416419,0.000511503,0.13171209,0.003302532,0.116822898,0.005687694,0.001039686,0.029850663,0.001373275,0.004108706,8.90E-05,0.02293425,8.34E-05,0.000478144,5.56E-06,0,1.67E-05,0,0.013654913,0.000144555,21-Aug
AFFILIATE|MOBILE,0.009250268,0.184187663,0,0,0.158327797,0.016762917,0.112791946,0.000255532,0.001226555,5.11E-05,0.002810855,0.001379874,0.011907804,0.011907804,0.120100169,0.245413196,0.002708642,0.007001584,0.00229979,0.023406756,0.000204426,0.002759749,0.000255532,0.073899934,0,0.000306639,0,0,0,0.001175448,0.009608013,21-Aug
B2B|DESKTOP,0.045454545,0,0.181818182,0,0.227272727,0.045454545,0.090909091,0,0,0,0,0,0,0.181818182,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,21-Aug
B2B|MOBILE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Aug
CONVERSION,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Aug
DIRECT|DESKTOP,0.010417497,0.000169393,2.56E-06,0,0.097189244,0.468189205,0.13471843,0.002229185,0.000100977,0.006848899,0.000141222,0.023977001,0.000743793,0.107671865,0.004219463,0.076731451,0.011874718,0.001194533,0.021655619,0.001279047,0.007692938,8.96E-05,0.003349448,0.000127319,0.000514033,1.13E-05,0,1.13E-05,0,0.0185802,0.000269639,21-Aug
DIRECT|MOBILE,0.003038013,0.000662767,3.73E-07,0,0.007371728,0.063840784,0.791976096,0.000515596,0.000202733,0.000620008,0.001344925,0.006557937,0.003798107,0.04337767,0.013451359,0.038631777,0.00289917,0.002956597,0.005799335,0.003215389,0.000595645,0.000491357,0.001451947,0.000895083,8.05E-05,4.19E-05,0,1.62E-06,1.24E-07,0.004646329,0.001535103,21-Aug
DISPLAY|DESKTOP,0.010290618,0.00020112,0,0,0.138604901,0.181443368,0.096470352,0.252036336,0.000234639,0.003486072,3.35E-05,0.028056179,0.000670399,0.107900647,0.002681594,0.108403446,0.011095096,0.000703918,0.027050582,0.001206717,0.005262629,6.70E-05,0.002983274,0.00010056,0.001541917,0,0,3.35E-05,0,0.019106359,0.000335199,21-Aug
DISPLAY|MOBILE,0.003481564,0.005064092,0,0,0.089254629,0.033549612,0.244184206,0.000949517,0.285013451,0.000158253,0.007754392,0.001582529,0.020572875,0.019306852,0.109194493,0.103655642,0.00221554,0.008703909,0.005855357,0.031967083,0.000949517,0.004114575,0.000633012,0.003006805,0,0.003323311,0,0,0,0.003639816,0.011868967,21-Aug
ECONFO AND PRE-ARRIVAL EMAIL|DESKTOP,0.001654666,1.04E-05,0,0,0.010186859,0.028961827,0.018039791,0.000300284,1.24E-05,0.040944174,0.000169816,0.011153979,6.83E-05,0.022624809,0.00060678,0.019628187,0.002019148,0.000238156,0.004837671,0.00013461,0.000917418,1.66E-05,0.000813872,2.07E-05,9.73E-05,0,0,0,0,0.002418835,3.31E-05,21-Aug
